sctid	fsn	lattomidsag	lrselector
118631000	"Structure of tendon sheath of hand (body structure)"	Y	NULL
118632007	"Tendon of hand (body structure)"	Y	NULL
118644005	"Structure of extrinsic muscle of tongue (body structure)"	Y	NULL
118647003	"Nasal turbinate bone structure (body structure)"	Y	NULL
118648008	"Inferior nasal turbinate bone structure (body structure)"	Y	NULL
118649000	"Extensor tendon of wrist (body structure)"	Y	NULL
118650000	"Extensor tendon of toe (body structure)"	Y	NULL
11865008	"Structure of peroneal longus plantaris muscle tendon sheath (body structure)"	Y	NULL
118651001	"Structure of flexor tendon of foot (body structure)"	Y	NULL
118656006	"Submandibular space structure (body structure)"	Y	NULL
118756001	"Vein of right lung (body structure)"	R	NULL
118757005	"Vein of left lung (body structure)"	L	NULL
118758000	"Pulmonary artery within right lung (body structure)"	R	NULL
118759008	"Pulmonary artery within left lung (body structure)"	L	NULL
118922002	"Medial occipital artery (body structure)"	Y	NULL
11897008	"Structure of cingulate sulcus (body structure)"	Y	NULL
11899006	"Structure of esophageal lymph node (body structure)"	Y	NULL
11915000	"Entire middle sacral vein (body structure)"	Y	NULL
119184005	"Breast part (body structure)"	Y	NULL
119188008	"Radius part (body structure)"	Y	NULL
119189000	"Ulna Part (body structure)"	Y	NULL
119190009	"Femur part (body structure)"	Y	NULL
119191008	"Tibia part (body structure)"	Y	NULL
119192001	"Fibula part (body structure)"	Y	NULL
119199005	"Lung part (body structure)"	Y	NULL
119200008	"Pleural part (body structure)"	Y	NULL
119204004	"Coronary artery part (body structure)"	-	Y
119219003	"Kidney part (body structure)"	Y	NULL
119220009	"Ureter part (body structure)"	Y	NULL
119227007	"Ovarian part (body structure)"	Y	NULL
119228002	"Fallopian tube part (body structure)"	Y	NULL
119232008	"Testicular part (body structure)"	Y	NULL
119233003	"Epididymal part (body structure)"	Y	NULL
119244006	"Cerebral hemisphere part (body structure)"	Y	NULL
119245007	"Part of internal capsule of brain (body structure)"	Y	NULL
119258008	"Extracellular substance of eye (body structure)"	Y	NULL
119262002	"Ear part (body structure)"	Y	NULL
119263007	"Eye part (body structure)"	Y	NULL
119274003	"Lower pole, left kidney (body structure)"	L	NULL
119275002	"Structure of middle pole of kidney (body structure)"	Y	NULL
119276001	"Middle pole, left kidney (body structure)"	L	NULL
119277005	"Upper pole, left kidney (body structure)"	L	NULL
119278000	"Upper pole, right kidney (body structure)"	R	NULL
119279008	"Middle pole, right kidney (body structure)"	R	NULL
119280006	"Lower pole, right kidney (body structure)"	R	NULL
119281005	"Structure of lobe of thyroid gland (body structure)"	Y	NULL
119282003	"Major salivary gland structure (body structure)"	Y	NULL
1193009	"Structure of teres major muscle (body structure)"	Y	NULL
11931008	"Motor cortex (body structure)"	Y	NULL
119406000	"Thalamus part (body structure)"	Y	NULL
119407009	"Basal ganglion part (body structure)"	Y	NULL
119408004	"Cerebral cortex part (body structure)"	Y	NULL
119409007	"Cranial nerve part (body structure)"	Y	NULL
119524001	"Bone structure of proximal humerus (body structure)"	Y	NULL
119525000	"Humerus part (body structure)"	Y	NULL
119527008	"Temporal bone part (body structure)"	Y	NULL
119530001	"Palatine bone part (body structure)"	Y	NULL
119531002	"Zygomatic bone part (body structure)"	Y	NULL
119532009	"Maxilla part (body structure)"	Y	NULL
119536007	"Rib part (body structure)"	Y	NULL
119537003	"Scapula part (body structure)"	Y	NULL
119538008	"Clavicle part (body structure)"	Y	NULL
119539000	"Ilium part (body structure)"	Y	NULL
119540003	"Ischium part (body structure)"	Y	NULL
119541004	"Pubis part (body structure)"	Y	NULL
119542006	"Metacarpal bone part (body structure)"	Y	NULL
119543001	"Part of phalanx of hand (body structure)"	Y	NULL
119544007	"Talus part (body structure)"	Y	NULL
119545008	"Structure of base of metatarsal bone (body structure)"	Y	NULL
119546009	"Bone structure of shaft of metatarsal (body structure)"	Y	NULL
119547000	"Structure of head of metatarsal bone (body structure)"	Y	NULL
119548005	"Metatarsal bone part (body structure)"	Y	NULL
119549002	"Part of phalanx of foot (body structure)"	Y	NULL
119551003	"Structure of condyle of humerus (body structure)"	Y	NULL
119555007	"Structure of superficial vein of lower extremity (body structure)"	Y	NULL
119556008	"Structure of deep vein of lower extremity (body structure)"	Y	NULL
119557004	"Structure of superficial vein of upper extremity (body structure)"	Y	NULL
119558009	"Structure of deep vein of upper extremity (body structure)"	Y	NULL
11990006	"Structure of superior lingular bronchus (body structure)"	-	Y
11997009	"Structure of capsule of joint of pisiform bone (body structure)"	Y	NULL
12003004	"Structure of left adrenal gland (body structure)"	L	NULL
12004005	"Subcutaneous tissue structure of lateral surface of fifth toe (body structure)"	Y	NULL
120228005	"Paranasal sinus part (body structure)"	Y	NULL
120234003	"Structure of segmental branch of renal artery (body structure)"	Y	NULL
12039005	"Structure of external intercostal membrane (body structure)"	Y	NULL
12041006	"Structure of renal medullary interstitial tissue (body structure)"	Y	NULL
12052000	"Structure of ovarian artery (body structure)"	Y	NULL
120572007	"Nail part (body structure)"	Y	NULL
120573002	"Extremity part (body structure)"	Y	NULL
120574008	"Upper extremity part (body structure)"	Y	NULL
120575009	"Lower extremity part (body structure)"	Y	NULL
120577001	"Hand part (body structure)"	Y	NULL
120612006	"Ocular adnexal part (body structure)"	Y	NULL
12110008	"Structure of auriculotemporal nerve (body structure)"	Y	NULL
12111007	"Structure of proper plantar digital nerves (body structure)"	Y	NULL
12123001	"Internal jugular vein structure (body structure)"	Y	NULL
12134003	"Entire superficial palmar venous arch (body structure)"	Y	NULL
12145000	"Structure of superior laryngeal artery (body structure)"	Y	NULL
12173003	"Tarsal plate structure (body structure)"	Y	NULL
12192001	"Structure of intraarticular sternocostal ligament (body structure)"	Y	NULL
12196003	"Structure of subscapular axillary lymph node (body structure)"	Y	NULL
12207006	"Cricoarytenoid articulation structure (body structure)"	Y	NULL
12212007	"Structure of superior segment of left lower lobe of lung (body structure)"	L	NULL
12221008	"Structure of mucous membrane of tonsil (body structure)"	Y	NULL
12225004	"Structure of accessory saphenous vein (body structure)"	Y	NULL
12230000	"Lateral fontanel of skull (body structure)"	Y	NULL
12244006	"Structure of crista ampullaris (body structure)"	Y	NULL
122474001	"Structure of medial condyle of femur (body structure)"	Y	NULL
122475000	"Structure of lateral condyle of femur (body structure)"	Y	NULL
122476004	"Triangular fibrocartilage complex of the wrist (body structure)"	Y	NULL
122477008	"Structure of joint of toe (body structure)"	Y	NULL
122491002	"Middle nasal turbinate bone structure (body structure)"	Y	NULL
122492009	"Superior nasal turbinate bone structure (body structure)"	Y	NULL
122493004	"Supreme nasal turbinate bone structure (body structure)"	Y	NULL
122497003	"Flexor tendon of wrist (body structure)"	Y	NULL
122500009	"Masticator space (body structure)"	Y	NULL
122772003	"Temporal process of zygomatic bone (body structure)"	Y	NULL
122774002	"Structure of vein of lower extremity (body structure)"	Y	NULL
122775001	"Structure of vein of upper extremity (body structure)"	Y	NULL
12284002	"Structure of spinal sensory afferent system (body structure)"	Y	NULL
122861001	"Sublingual space (body structure)"	Y	NULL
122876009	"Vagus nerve branch (body structure)"	Y	NULL
122972007	"Pulmonary venous structure (body structure)"	Y	NULL
12300005	"Structure of genitoinguinal ligament (body structure)"	Y	NULL
12304001	"Structure of capsule of kidney (body structure)"	Y	NULL
12352006	"Striatostriatal fibers of internal capsule (body structure)"	Y	NULL
123846009	"Structure of ocular blood vessel (body structure)"	Y	NULL
123855007	"Orbicularis oculi muscle part (body structure)"	Y	NULL
123856008	"Superior levator palpebrae muscle part (body structure)"	Y	NULL
123857004	"Structure of ligament of wrist joint (body structure)"	Y	NULL
123858009	"Structure of ligament of hand (body structure)"	Y	NULL
123861005	"Structure of ligament of foot (body structure)"	Y	NULL
123866000	"Orbital plate of frontal bone (body structure)"	Y	NULL
123867009	"Orbital portion of palatine bone (body structure)"	Y	NULL
123868004	"Orbital portion of maxilla (body structure)"	Y	NULL
123869007	"Posterior wall of maxillary antrum (body structure)"	Y	NULL
123870008	"Anterior wall of maxillary antrum (body structure)"	Y	NULL
123871007	"Medial wall of maxillary antrum (body structure)"	Y	NULL
123955006	"Thigh part (body structure)"	Y	NULL
124002	"Structure of coronoid process of mandible (body structure)"	Y	NULL
12406000	"Little finger structure (body structure)"	Y	NULL
1243003	"Structure of inferior articular process of sixth cervical vertebra (body structure)"	Y	NULL
12437000	"Structure of lamina basalis of ciliary body (body structure)"	Y	NULL
12446006	"Structure of transverse process of second thoracic vertebra (body structure)"	Y	NULL
12460008	"Structure of head of phalanx of third toe (body structure)"	Y	NULL
1246006	"Structure of dorsal digital nerves of radial nerve (body structure)"	Y	NULL
12471009	"Structure of inferior branch of oculomotor nerve (body structure)"	Y	NULL
12497003	"Lamina propria of maxillary sinus (body structure)"	Y	NULL
12507007	"Structure of lateral pharyngeal space (body structure)"	Y	NULL
125682004	"Finger joint structure (body structure)"	Y	NULL
125683009	"Structure of metacarpophalangeal joint of finger (body structure)"	Y	NULL
125684003	"Thumb joint structure (body structure)"	Y	NULL
125685002	"Digit of hand structure (body structure)"	Y	NULL
12581006	"Structure of articular surface, interphalangeal, of phalanx of little finger (body structure)"	Y	NULL
12590004	"Entire cisterna fossae lateralis cerebri (body structure)"	Y	NULL
12595009	"Structure of sartorius muscle (body structure)"	Y	NULL
12611008	"Bone structure of tibia (body structure)"	Y	NULL
12620004	"Structure of glossopharyngeal nerve parasympathetic fibers (body structure)"	Y	NULL
12628006	"Structure of spinotectal tract (body structure)"	Y	NULL
12635003	"Subcutaneous tissue structure of coccygeal region (body structure)"	Y	NULL
12643008	"Structure of genitofemoral nerve (body structure)"	Y	NULL
12656001	"Structure of body of pubis (body structure)"	Y	NULL
12668005	"Structure of sinus epididymidis (body structure)"	Y	NULL
12683000	"Entire vesical vein (body structure)"	Y	NULL
12691009	"Structure of brachiocephalic artery (body structure)"	Y	NULL
12701006	"Structure of parathyroid oxyphil cell (cell structure)"	Y	NULL
12705002	"Membranous labyrinth structure (body structure)"	Y	NULL
12709008	"Subcutaneous tissue structure of helix (body structure)"	Y	NULL
12728001	"Structure of superficial popliteal lymph node (body structure)"	Y	NULL
12730004	"Structure of medial surface of fourth toe (body structure)"	Y	NULL
12742009	"Entire palmar ligament of interphalangeal joint of hand (body structure)"	Y	NULL
1277008	"Structure of vertebral nerve (body structure)"	Y	NULL
127852009	"Endocrine ovary (body structure)"	Y	NULL
127857003	"Ectopic breast (morphologic abnormality)"	Y	NULL
127858008	"Ectopic female breast (morphologic abnormality)"	Y	NULL
127859000	"Ectopic male breast (morphologic abnormality)"	Y	NULL
127860005	"Posterior process of distal tibia (body structure)"	Y	NULL
127861009	"Ligament of temporomandibular joint (body structure)"	Y	NULL
127863007	"Subtalar joint structure (body structure)"	Y	NULL
127864001	"Structure of talonavicular joint (body structure)"	Y	NULL
127885001	"Left lateral wall of upper third of vagina (body structure)"	L	NULL
127886000	"Right lateral wall of upper third of vagina (body structure)"	R	NULL
127890003	"Left lateral wall of middle third of vagina (body structure)"	L	NULL
127891004	"Right lateral wall of middle third of vagina (body structure)"	R	NULL
127895008	"Left lateral wall of lower third of vagina (body structure)"	L	NULL
127896009	"Right lateral wall of lower third of vagina (body structure)"	R	NULL
127899002	"Left inferior quadrant of uterine cervix (body structure)"	L	NULL
127900007	"Left superior quadrant of uterine cervix (body structure)"	L	NULL
127901006	"Right inferior quadrant of uterine cervix (body structure)"	R	NULL
127902004	"Right superior quadrant of uterine cervix (body structure)"	R	NULL
127906001	"Seminal vesicle duct structure (body structure)"	Y	NULL
127907005	"Undescended testis (body structure)"	Y	NULL
127919002	"Interlobar lymph node of the lung (body structure)"	Y	NULL
127920008	"Lobar lymph node of the lung (body structure)"	Y	NULL
127921007	"Segmental lymph node of the lung (body structure)"	Y	NULL
